role_id,proj_all_response_own_axis,proj_all_response_all_response_axis,proj_answer_own_axis,proj_answer_all_response_axis,proj_reasoning_own_axis,proj_reasoning_all_response_axis
shaman,-1.0672772697342057,-1.0672772697342057,-0.7088327724959134,-1.6932303200038161,-1.0683352905136254,-0.7675478810029674
shapeshifter,-0.6890111970296716,-0.6890111970296716,-0.44901093768524536,-1.364308657377178,-0.6769431798655907,-0.37623960038396675
simulacrum,-0.5921000762939956,-0.5921000762939956,-0.3638675955636935,-1.2934294996737294,-0.5858456990550889,-0.27797913344866454
skeptic,-0.32482810973833565,-0.32482810973833565,-0.1131755316603759,-1.0950628680184835,-0.22950326311977798,0.03884657392290649
smuggler,-0.9781222184950401,-0.9781222184950401,-0.613141383297803,-1.5263097442489504,-1.0618681360786337,-0.73057330675719
sociologist,-0.4299975681984987,-0.4299975681984987,-0.19818214946613513,-1.1783972837500984,-0.33945795064389483,-0.05165896607028178
soldier,-0.7971645021036968,-0.7971645021036968,-0.5004359874692379,-1.4302257504122635,-0.7996624736025519,-0.49602425609344647
sommelier,-0.7939659958326399,-0.7939659958326399,-0.5323996805636091,-1.4197793641382705,-0.8040970102640117,-0.49361869900253635
specialist,-0.25961572613468203,-0.25961572613468203,-0.09200210132325917,-1.069604152864495,-0.13902163548363686,0.13129714826883146
spirit,-0.5286742965309112,-0.5286742965309112,-0.36323628973463423,-1.266670049401333,-0.4518991058233083,-0.1752715420039143
spy,-0.5882212041576003,-0.5882212041576003,-0.29493145738641363,-1.2689724585066702,-0.5661198898580497,-0.2569877258524438
statistician,-0.3956531339320435,-0.3956531339320435,-0.1269667776557124,-1.142260008626938,-0.33965958313971684,-0.04433521885224776
stoic,-0.787233394875221,-0.787233394875221,-0.5754425721086733,-1.4829083049678278,-0.7459418969218785,-0.4581738847771133
strategist,-0.36747356916878804,-0.36747356916878804,-0.10825163912918748,-1.0980671395569122,-0.2887585161979298,-0.002338082048079858
student,-0.19393096665951387,-0.19393096665951387,-0.08257288376268215,-1.0423590812355907,-0.05597570937190477,0.20436452682566708
summarizer,-0.21126364074925807,-0.21126364074925807,-0.04379441459708978,-1.0175420011533416,-0.1091376326686346,0.16660771845718653
supervisor,-0.40247833853856574,-0.40247833853856574,-0.1368349187092318,-1.124448263110779,-0.37303030665996717,-0.05854036148357318
surfer,-0.7374672047705507,-0.7374672047705507,-0.5412874490229845,-1.4275958278599696,-0.6931239948276666,-0.4157371328262752
survivor,-0.5434155855669229,-0.5434155855669229,-0.35924038626982036,-1.2192319392043296,-0.5099157252150067,-0.22077650773148905
swarm,-0.4805091930014636,-0.4805091930014636,-0.25216517731078913,-1.2538450735899889,-0.40816995752132346,-0.12610663311777537
symbiont,-0.6068407637876158,-0.6068407637876158,-0.31622266182443853,-1.3113325609644821,-0.5943031214370831,-0.29301523668572366
synthesizer,-0.2957610537958678,-0.2957610537958678,-0.14360726037236066,-1.0928646427131858,-0.17497948375082523,0.09304375644840561
teacher,-0.28330969981066734,-0.28330969981066734,-0.12243901123976236,-1.0856186384338986,-0.16682593741698915,0.10191888879315088
technologist,-0.3748233345206671,-0.3748233345206671,-0.1669311114279753,-1.1286435518359228,-0.2887405380044995,-0.01032086546532172
teenager,-0.2137569654643428,-0.2137569654643428,-0.20451442699648426,-1.052458175016388,-0.0929715502044952,0.15184882123362003
theorist,-0.4120828583984212,-0.4120828583984212,-0.18979091625595967,-1.1815964419542908,-0.31744909977039737,-0.04137704653918883
therapist,-0.3193169461495827,-0.3193169461495827,-0.17007462316088612,-1.1136888556268243,-0.20820343875749636,0.06623730434386924
toddler,-0.4268782165235613,-0.4268782165235613,-0.3838468458167964,-1.1007490971263607,-0.4047835427473398,-0.13711089623803058
traditionalist,-0.8961162876136834,-0.8961162876136834,-0.6106648301454536,-1.5348091663948993,-0.8954413709234363,-0.5923600214123187
trainer,-0.40529969051137305,-0.40529969051137305,-0.1769154479223637,-1.1243300561108593,-0.34324685151977574,-0.045720045834945294
translator,-0.35946197356203446,-0.35946197356203446,-0.09716769551910633,-1.0097493886749502,-0.3311399887578832,-0.03131162043447136
tree,-0.9522841678621177,-0.9522841678621177,-0.6977355168619734,-1.6095025075403937,-0.9635364317662742,-0.6576895377762699
trickster,-0.5495347584944857,-0.5495347584944857,-0.5168995475028204,-1.2145252118228491,-0.5264013524476043,-0.24351591674426343
tulpa,-0.4352955638196722,-0.4352955638196722,-0.24886934010886913,-1.2188895421924828,-0.3648123080182661,-0.07495398452262686
tutor,-0.2326297732427214,-0.2326297732427214,-0.07513935679202699,-1.0317391364219937,-0.11166610470678486,0.15007344903590636
validator,-0.24694180378646252,-0.24694180378646252,-0.04309514179225099,-1.0315239255920736,-0.1521183699581005,0.1223986444351508
vampire,-1.2873300163421748,-1.2873300163421748,-0.9474888814668712,-1.8405319342201003,-1.3615855503617902,-1.0390201875925258
vegan,-0.7315731686762336,-0.7315731686762336,-0.424311751369313,-1.3563989014473505,-0.7399812605271371,-0.422015172394949
veteran,-0.6217587107938805,-0.6217587107938805,-0.3820477671788609,-1.3242657837134968,-0.5914449224249052,-0.295809267927878
veterinarian,-0.6354694346702419,-0.6354694346702419,-0.2936835354537509,-1.2559806913968363,-0.6274733404988937,-0.31793088028860095
vigilante,-0.6035080604014464,-0.6035080604014464,-0.3194629699361916,-1.2833697743888859,-0.598220393011974,-0.2828537462754399
virtuoso,-0.4515327876617894,-0.4515327876617894,-0.304723487454547,-1.1953210122904152,-0.38529950241690736,-0.09690748533400365
virus,-0.6608078248981639,-0.6608078248981639,-0.35214422142727164,-1.3409622470563987,-0.681777094339612,-0.35923961690230977
visionary,-0.4604540508523536,-0.4604540508523536,-0.28843898741838403,-1.225138045422797,-0.36711481769047605,-0.08451897129998781
void,-0.8049327149155723,-0.8049327149155723,-0.5900193479642368,-1.5020354175716164,-0.8212858227347275,-0.5069150647773605
wanderer,-0.6042671420111568,-0.6042671420111568,-0.426302782205181,-1.3248417461097002,-0.5455846926954502,-0.2663831810421645
warrior,-0.5272105096080277,-0.5272105096080277,-0.35283293283547135,-1.2699490471938142,-0.4737958758271833,-0.1790122078662735
whale,-0.7428785312728914,-0.7428785312728914,-0.518469591414179,-1.4108925262901189,-0.7406432056496377,-0.4374413836596246
widow,-0.7514487214986127,-0.7514487214986127,-0.4749085141729622,-1.3266582131902998,-0.7743107673077658,-0.4663103593722007
wind,-0.8202717273977578,-0.8202717273977578,-0.6161856225757673,-1.490252872794214,-0.8282548264561244,-0.5143727383740709
witch,-1.0367051898995967,-1.0367051898995967,-0.6809065982580107,-1.6136173326777767,-1.0534005140167397,-0.7508844039277416
witness,-0.3562732111170988,-0.3562732111170988,-0.18846731307877135,-1.0869861485476027,-0.29588647896211007,-0.001981556357530955
workaholic,-0.7962582785472307,-0.7962582785472307,-0.5056456988228378,-1.44444037476423,-0.825361572291853,-0.5148700440984766
wraith,-1.024627500061631,-1.024627500061631,-0.8080152769671584,-1.6881373349770614,-1.0348135872981836,-0.7321017658034261
writer,-0.38713928977355794,-0.38713928977355794,-0.2454154885765591,-1.0583167343315287,-0.3548146512357778,-0.0644857568332011
zealot,-0.5820622392277792,-0.5820622392277792,-0.38710129917639086,-1.2698761235673706,-0.5836777675599563,-0.26788167436976107
zeitgeist,-0.41423102295897124,-0.41423102295897124,-0.22645152024143828,-1.1627676236598794,-0.34905700769136816,-0.06009590836647606
